sehir,isim,adres
 ADANA, GÜMÜŞAY OTOPARK," KURUKÖPRÜ MAH. 33007. SOKAK NO:5 D:A     
 İZMIR, SAĞLIK OTOPARK," NARLIDERE MAH. MİTHATPAŞA CAD. NO:285     
 İSTANBUL, SAMANYOLU SOKAK,"
 ANTALYA, SALUR SOKAK," GÜLLER PINARI MAH. SALUR SOKAK     
 ANKARA, SALON OTOPARK," DOĞANBEY MAH. CUMHURİYET BULVARI NO:27 D:B     
 İSTANBUL, SALON FİGARO," HÜRRİYET MAH. DR. CEMİL BENGÜ CAD. NO:39     
 İSTANBUL, SALİH PAŞA CD,"
 ZONGULDAK, SALİH OTO YIKAMA PARK," İNCİVEZ MAH. MİLLİ EGEMENLİK CAD. NO:97    
 İSTANBUL, SAYDAM OTOPARK," ŞİRİNEVLER MAH. İNCESU SOKAK NO:8 DAİRE:B     
 İSTANBUL, SİRKECİ GAR.ÖNÜ,"
 DÜZCE, ŞAHİNLER AÇIK OTOPARK," CAMİ KEBİR Mah. ALEMDAR SOKAK NO:6    
 İSTANBUL, TAM İŞ OTOPARK," BOZKURT MAH. DOLAPDERE CAD. NO:159 D:A     
 ANKARA, TUNÇ KILIÇ OTOPARK," DOĞANBEY MAH. ÇANKIRI CAD. NO:57 D:B     
 ANKARA, ÜLGER," TUZLUÇAYIR MAH. TIP FAKÜLTESİ CAD. NO:229     
  MAMAK
 İSTANBUL, YAVUZ SELİM OTOPARK," ATİKALİ MAH. ESKİ ALTAY SOK.  NO:8 D:A     
 ESKIŞEHIR, YÜCEL," MUSTAFA KEMAL PAŞA MAH. SİVRİHİSAR-1 CAD. NO:50 D:A     
 İSTANBUL, ZÜMRÜT OTOPARK," YILDIZTEPE MAH. ŞEHİT YILMAZ KAAN CAD. NO:1     
 ORDU, ZÜBEYDE HANIM SOK. OTOPARKI," ŞARKİYE Mah. SÜLEYMAN FELEK CAD.  NO:31 D:B    
 ZONGULDAK, ZONGULDAK SPOR OTOPARKI," TERAKKİ MAH. MİMAR KEMAL SOKAK NO:11    
 ZONGULDAK, ZONGULDAK BL SAHİL OTOPARKI," YAYLA MAH. LİMAN CAD. NO:29    
 ZONGULDAK, ZONGULDAK BELEDİYESİ OTOPARK," TERAKKİ MAH. BELEDİYE BULVARI NO:40    
 ZONGULDAK, ZONGULDAK BELEDİYESİ AÇIK OTOPARK," BİRLİK MAH. DEĞİRMEN SOKAK NO:1    
 İSTANBUL, ZİRVE OTOPARK," AKINCILAR MAH. HORHOR SOK.  NO:4     
 İSTANBUL, ZİRVE OTOPARK," AKINCILAR MAH. İNÖNÜ CAD. NO:95 D:B     
 İSTANBUL, ZİNDANHAN YENİ,"
 İSTANBUL, ZEYTİNBURNU YERALTI OTOPARK," BEŞ TELSİZ MAH. İNÖNÜ SOKAK     
 İSTANBUL, ZEYTİNBURNU MEVLANA OTOPARK," SEYİTNİZAM MAH. MEVLANA CAD.     
 İSTANBUL, ZEYTİNBURNU METRO İSTASYONU YANI ÇIRPICI,"
 İSTANBUL, ZEYTİNBURNU G-9 VE G-10 SOKAK,"
 İSTANBUL, ZEYTİNBURNU 58.BULVAR,"
 İSTANBUL, ZEYNEP KAMİL HASTANESİ ÖNÜ,"
 KOCAELI, ZEVK," HACIHALİL MAH. ÇEŞME CAD. NO:19     
 İSTANBUL, ZARALIM OTOPARK," MERKEZ MAH. MEZBAHA SOK. NO:19     
 İSTANBUL, ZAHİTLER OTOPARK," TELSİZLER MAH. BELEDİYE CAD. NO:3 D:A     
 İSTANBUL, ZAFER OTOPARKI," KEMER MAH. KEMER CAD. NO:3     
 OSMANIYE, ZAFER OTOPARK," ALİBEYLİ MAH. PALALI SÜLEYMAN CAD. NO:9 DAİRE:A    
 İSTANBUL, ZAFER OTOPARK," MERKEZ MAH. 2. SOKAK NO:4 DAİRE:A     
 GIRESUN, ZAFER OTOPARK," HACIMİKTAT Mah. CEMAL GÜRSEL CAD.  NO:9 D:D ESNAF İŞ HANI   
 MERSIN, ZADE OTOPARK," İHSANİYE MAH. 4902 SOKAK NO:22     
 İSTANBUL, Z.BURNU SEMİHA ŞAKİR CAD.,"
 İSTANBUL, Z.BURNU 71.SK.,"
 MERSIN, YÜZÜNCÜ YIL CAD.," KARACAİLYAS AKDENİZ MAH. YÜZÜNCÜ YIL CAD.     
 İSTANBUL, YÜKSEL OTOPARKI," ADNAN KAHVECİ MAH. YÜKSEL SOKAK     
 SAKARYA, YÜKSEL," ORTA MAH. ANKARA CAD.     
 DENIZLI, YÜCEBAĞ OTOPARK," ALTINTOP Mah. 1603. SOKAK NO:9    
 İSTANBUL, YÜCE," BAĞLARBAŞI MAH. YÜCE SOK.  NO:7     
 KOCAELI, YUNUS EMRE KÜLTÜR MERKEZİ," KARABAŞ MAH. CUMHURİYET CAD. YUNUS EMRE KÜLTÜR MERKEZI   
 İSTANBUL, YUNUS OTOPARK," TELSİZ MAH. 82/2 SOKAK     
 İSTANBUL, YUNUS EMRE CADDESİ," KARADENİZ MAH. YUNUS EMRE CAD. NO:9     
 ANTALYA, YUMOŞ OTOPARK," BALBEY MAH. 436. SOKAK NO:3 D:A     
 İSTANBUL, YİĞİT OTOPARKI," YENİBOSNA_MERKEZ MAH. KAVAK SOKAĞI NO:27     
 İSTANBUL, YILSOY OTO PARK," TOZKOPARAN MAH. CEVAT AÇIKALIN CAD.     
 KARAMAN, YILMAZLAR OTOPARK," AHİOSMAN MAH. MOLLA FENERİ CAD. NO:1    
 MERSIN, YILMAZ OTO PARK," ŞEVKETSÜMER MAH. 154. CADDE NO:88 D:A     
 İSTANBUL, YILMAZ," BARBAROS MAH. ZALOGLU CAD. NO:79 DAİRE:A     
 İSTANBUL, YILMAZ," BEYLERBEYI MAH. ARABACILAR SOKAK NO:32     
 MALATYA, YILDIZLAR OTOPARK," KERNEK Mah. YUNUS EMRE CAD.  NO:32    
 İSTANBUL, YILDIZ ÜNV.ÖNÜ,"
 İSTANBUL, YILDIZ OTOPARK," YENİKÖY MAH. YENİ BOSTAN SOKAK     
 GAZIANTEP, YILDIZ OTOPARK," KARAGÖZ MAH. ÇAMURCU SOKAK NO:45    
 MERSIN, YILDIZ OTOPARK," YENİ MAH. 5332 SOKAK NO:A3     
 HATAY, YILDIZ OTOPARK," KIŞLA SARAY MAH. İNÖNÜ CAD. NO:5 D:B    
 İSTANBUL, YILDIZ ÇİÇEĞİ SOKAK,"
  beşiktaş
 MALATYA, YILDIRIM OTOPARK," YENİ MAH. CUMHURİYET CAD. 1. SOKAK NO:19 D:C    
 İSTANBUL, YILDIRIM OTOPARK," ORTAKÖY MAH. MUSAHIP SOK.  NO:18     
 İSTANBUL, YILDIRIM OTOPARK," GÜLBAHAR MAH. CEMAL SURURİ SOKAK NO:1 D:H     
 İSTANBUL, YILDIRIM," KÜÇÜK MUSTAFAPAŞA MAH. ODUN İSKELESİ SOKAĞI NO:9 D:A     
 İSTANBUL, YILANLI AYAZMA SOKAK OTOPARK," MALTEPE MAH. YILANLI AYAZMA SOKAK     
 ANTALYA, YEŞİLYURT OTOPARK," YEŞİLYURT MAH. 4350. SOK. NO:8 D:A     
 İSTANBUL, YEŞİLYURT İŞ MERKEZİ KAPALI OTOPARKI," YEŞİLYURT MAH. ESKİ PTT SOKAK NO:1 DAİRE:A     
 İSTANBUL, YEŞİLVADİ SOKAK,"
 İSTANBUL, YEŞİLKÖY," YEŞİLKÖY MAH. KÖY ÇEŞMESİ SOKAK NO:4 DAİRE:A     
 İSTANBUL, YEŞİL SOKAK," İSTİKLAL MAH. YEŞİL SOKAK     
 İSTANBUL, YEŞİL MAVİ OTOPARK," ICADIYE MAH. TURK HATUN SOKAK NO:30 D:A     
 ANKARA, YEŞİL ISMAK OTOPARKI," KORKUTREİS MAH. YEŞİLIRMAK CAD. NO:1 D:A     
 İSTANBUL, YEŞİL," MAREŞAL ÇAKMAK MAH. VURAL SOK.  NO:3     
 İSTANBUL, YENİMAHALLE KATLI OTOPARK," YENİMAHALLE MAH. GENERAL KANİ ELİTEZ SOKAK NO:7     
 İSTANBUL, YENİMAHALLE KAPALI OTOPARK," RAMİ YENİ MAH. HAVUZBAŞI ÇEŞME SOK.      
 İSTANBUL, YENİMAHALLE AÇIK OTOPARKI," YENİMAHALLE MAH. MERA SOKAK     
 İSTANBUL, YENİKÖY KÖYBAŞI CAD. ,"
 İSTANBUL, YENİKAPI İDO AÇIK,"
 ANKARA, YENİ ŞEHİR OTOPARK," KIZILAY MAH. İZMİR 2 CAD. NO:32 D:A     
 İSTANBUL, YENİ SARAÇHANE SOK. ," CANKURTARAN MAH. YENİ SARAÇHANE SOK.      
 İSTANBUL, YENİ SALI PAZARI,"
 İZMIR, YENER OTOPARK," MANAVKUYU MAH. 8 SOK.  NO:12     
 İSTANBUL, YEDİ EMİN OTOPARKI," ZİYAGÖKALP MAH.     DOLAPDERE SAN SİT.   
 İSTANBUL, YEDDIEMIN OTOPARK," TARABYA MAH. ŞALCIKIR CAD. NO:35     
 KOCAELI, YAZI CAD.," HACIHALİL MAH. 1226 SOKAK NO:10     
 BOLU, YAYLA YOLU OTOPARKI," AŞAĞISOKU MAH. YAYLA YOLU SOKAK NO:3    
 İSTANBUL, YAYLA OTOPARK," BAHÇELİEVLER MAH. FERİT SELİMPAŞA CAD. NO:22 DAİRE:D     
 İSTANBUL, YAY AÇIK KAPALI OTOPARK," YENİGÜN MAH. 19/A. SOKAK NO:15 DAİRE:A     
 MERSIN, YAVUZHAN OTOPARK," YENİ MAH. 5312 SOKAK NO:4     
 TRABZON, YAVUZ SELİM OTOPARKI," CUMHURİYET MAH. YAVUZ SELİM BULVARI NO:175    
 İSTANBUL, YAVUZ OTOPARK," OSMANİYE MAH. AKSU OSMANİYE YOLU SOKAK NO:16 DAİRE:1     
 ANTALYA, YAVULULAR SOK. ," KARŞIYAKA MAH. YAVULULAR SOK.  NO:21 D:A     
 İSTANBUL, YAŞAROĞLU OTOPARK," SOĞANLI MAH. KILIÇALİ SOKAĞI NO:34     
 İSTANBUL, YAŞARDOĞU," SANAYİ MAH. ŞAHİNLER CAD. NO:4     
 MERSIN, YAREN VE MERCAN OTOPARK," İHSANİYE MAH. 4927 SOKAK NO:7     
 ANKARA, YAREN," ANAFARTALAR MAH. ALATAŞ SOKAĞI NO:3 D:Z     
 İSTANBUL, YAPIKUR GARAJI," SİNANPAŞA MAH. AKMAZ ÇEŞME SOKAK NO:31     
 MERSIN, YAPICI OTOPARK," MESUDİYE MAH. 5110. SOKAK NO:34     
 İSTANBUL, YANKI SOK. OTOPARKI," YUKARI MAH. YANKI SOK.     
 ADıYAMAN, YAMAN OTO," SIRATUT MAH. CUMHURİYET CAD. NO:3 DAİRE:B    
 İSTANBUL, YALIKÖŞKÜ CAD. ,"
 SAKARYA, YALI SOKAK," CUMHURİYET MAH. YALI SOKAK NO:3     
 İSTANBUL, YALI ERGUVAN CIKMAZI OTOPARKI," PAŞABAHÇE MAH. İSKELE CAD. NO:5     
 MERSIN, YALÇIN OTOPARK," CAMİ ŞERİF MAH. 5225. SOKAK NO:51     
 İSTANBUL, YAKA OTOPARK," KULAKSIZ MAH. KASIMPAŞA KABRİSTANI SOKAK NO:77     
 ANKARA, YAĞMUR," DOĞANBEY MAH. ÇANKIRI CAD. NO:73     
 ESKIŞEHIR, YAĞMUR," CUMHURİYE MAH. YİĞİTPAŞA SOKAĞI NO:4     
 ZONGULDAK, YAĞIZ OTOPARK," DEREBOYU SOKAK MAH. YUNUS CAD. NO:49    
 İSTANBUL, VOYVODA CD.,"
 İSTANBUL, VOLKAN OTOPARK&OTOYIKAMA," MECİDİYE MAH. KUMBARACIBAŞI SOK.  NO:53     
 İSTANBUL, VOLKAN AÇIK OTOPARK," MOLLA GÜRANİ MAH. MOLLA GÜRANİ CAD. NO:12     
 İSTANBUL, VİZYON," HÜRRİYET MAH. AKDENİZ CAD. NO:52     
 ANKARA, VİTEK LTD.ŞTİ.," Bitiştiren sk.No:5/D
  06570 
  Çankaya-Maltepe
 İSTANBUL, VİRAJ OTOPARK," BURHANIYE MAH. BURHANİYELİ ABDULLAH AĞA CAD. NO:33 D:A     
 İSTANBUL, VİDİNLİ TEVFİK PAŞA,"
 MERSIN, VENÜS OTOPARK," CAMİ ŞERİF MAH. 5242. SOKAK NO:4     
 İSTANBUL, VEFA OTOPARK," KALENDERHANE MAH. CEMAL YENER TOSYALI CAD. NO:72 D:A     
 İSTANBUL, VEFA BAYIRI SOK.  İŞPARK," GAYRETTEPE MAH. YILDIZ POSTA CAD.     
 İSTANBUL, VATAN CAD.  MİGROS ÖNÜ,"
 İSTANBUL, VASIF ÇINAR CAD. ,"
 İSTANBUL, VARAL KAPALI OTOPARK," ORTABAYIR MAH. SARIGÖL CAD. NO:5     
 ANKARA, VALET PAKING," KAVAKLIDERE MAH. BUĞDAY SOKAK NO:10     
 İSTANBUL, VALE ADAMLAR," Emekli Subay Evleri Tevfik Erdönmez Paşa Sk. 15.Blok No:16 Kat:3 Daire:7 ESENTEPE     
  ŞİŞLi
 İSTANBUL, VALE," BEŞ TELSİZ MAH. PROF MUAMMER AKSOY CAD.     
 DENIZLI, VAKIF OTO," SIRAKAPILAR Mah. 1587. SOKAK NO:5    
 İSTANBUL, VAKIF HAN SOKAK,"
 İSTANBUL, VAKIF GUREBA CAD. ,"
 İSTANBUL, ÜSKÜDAR YENİ EVLENDİRME DAİRESİ ÖNÜ,"
 İSTANBUL, ÜSKÜDAR KATLI OTOPARKI,"
 İSTANBUL, ÜSKÜDAR AÇIK,"
 İSTANBUL, ÜSKÜDAR 9. NOTERİ OTOPARKI," ALTUNIZADE MAH. ORD. PROF. FAHRETTİN GÖKAY CAD. NO:12 D:B     
 AYDıN, ÜNLÜ OTOPARK," TÜRKMEN Mah. ÜNLÜ SOKAK   NO:12 D:A     
 İSTANBUL, ÜSKÜDAR," MİMARSİNAN MAH. SELAMİ ALİ EFENDİ CAD. NO:84     
 İSTANBUL, ÜNALLAR OTOPARK," YEŞİLOVA MAH. KIBRIS CAD. NO:16     
 İSTANBUL, ÜMRANİYE BOSNA BULVARI,"
 İSTANBUL, ÜMİT OTOPARKI," MUSTAFA KEMAL PAŞA MAH. ÜMİT SOKAK NO:113     
 İSTANBUL, ÜLKÜ KENT SİTE PARKI," MALTEPE MAH. METRO SOKAK     
 ESKIŞEHIR, ÜLKER," HACI ALİ BEY MAH. FERAHİYE SOKAK NO:5     
 İZMIR, ÜÇLER OTOPARK," MERKEZ MAH. 1593/1 SOK.     
 İSTANBUL, ÜÇGÜL OTOPARK," İSLAMBEY MAH. RUZNAMECİ SOK.      
 İSTANBUL, ÜÇBAĞLAR," GÜNEŞTEPE MAH. BUDAK SOK.  NO:23     
 İSTANBUL, ÜCRETSİZ OTOPARK," NECİP FAZIL MAH. ALEMDAĞ CAD. HATİPOĞLU   
 YALOVA, UZUNALİOĞLU OTOPARK," SÜLEYMAN BEY MAH. ARABACILAR SOKAK NO:28 D:A    
 İSTANBUL, UYUM OTOPARK," ADNAN KAHVECİ MAH. KUŞDİLİ CAD. UYUM   
 DENIZLI, UYAROĞLU OTOPARK," SARAYLAR Mah. 420. SOKAK NO:53    
 MUĞLA, UYAR OTOPARK," ÇARŞI MAH. CEMİL UYAR CAD. NO:2 D:4     
 İSTANBUL, USTALAR," MERKEZ MAH. SEFA SOK.  NO:4     
 İSTANBUL, USTABAŞI OTOPARK," OSMANİYE MAH. ÜMRANİYE SOKAK     
 İSTANBUL, UMUT OTOPARK," HÜRRİYET MAH. GÜNGÖREN SOKAK NO:6     
 İSTANBUL, UMUT HASTANESİ OTOPARKI," PETROLİŞ MAH. ÜSKÜDAR CAD. NO:43     
 SAMSUN, UMUT," 19 MAYIS MAH. AĞABALİ CAD.     
 ANTALYA, ULUSOY OTO PARKI," KÜLTÜR MAH. ULUSOY CAD. NO:2 D:A     
 İSTANBUL, ULUS PALMİYE SİTESİ," ULUS MAH. AMBARLI DERE CAD. NO:10     
 İSTANBUL, ULUBATLI OTOPARK," HATİCE SULTAN MAH. ÖZLAN SOKAĞI NO:22     
 MERSIN, ULU ÇARŞI KAPALI OTOPARK," ÇANKAYA MAH. İSMET İNÖNÜ BULVARI NO:3 D:A     
 HATAY, ULU CAMİİ OTOPARKI," ÇAY MAH. ULU CAMİİ CAD. NO:89    
 HATAY, ULU CAMİİ OTOPARKI," ÇAY MAH. ULU CAMİİ CAD. NO:33    
 ADANA, UĞUR OTOPARK," KURUKÖPRÜ MAH. KURUKÖPRÜ SOKAK NO:3     
 SINOP, UĞUR MUMCU MEYDANI," YENİ Mah. ATATÜRK CAD.  NO:8    
 ANTALYA, UĞUR MUMCU CAD.," ANDİFLİ MAH. UĞUR MUMCU CAD. NO:9 D:A     
  KAŞ
 SAKARYA, UĞUR ÇEKİCİ," YENİDOĞAN MAH. YENİBOSNA CAD.     
 KASTAMONU, UĞRAK OTOPARK," HEPKEBİRLER MAH. CUMHURİYET CAD. NO:1 D:A    
 İSTANBUL, U CAD.," CEBECİ MAH. U CAD.     
 ESKIŞEHIR, TÜZÜN SK," MUSTAFA KEMAL PAŞA MAH. SİVRİHİSAR-1 CAD. NO:4     
 İSTANBUL, TÜRKOĞLU OTOPARK," HOCA ÜVEYZ MAH. ŞEYH SAYİD MEHMET SOKAĞI NO:61     
 OSMANIYE, TÜRKOĞLU OTOPARK," HACI OSMANLI MAH. DR.SADIK AHMET CAD. NO:68 DAİRE:E    
 İSTANBUL, TÜRKOĞLU," İSLAMBEY MAH. HZ. HALİD BULVARI     
 İSTANBUL, TÜRKÇÜ SOKAĞI," SEYYİD ÖMER MAH. TÜRKÇÜ SOKAĞI NO:14     
 İSTANBUL, TÜRKBEYİ OTOPARK," BOZKURT MAH. TÜRKBEYİ SOKAK NO:3     
 SAMSUN, TÜRK," HANÇERLİ MAH. MEKTEP SOKAK NO:10 D:A     
 İSTANBUL, TÜRBEDAR SOKAK,"
 KARABÜK, TÜCCARLAR KOOP. KAPALI OTOPARK," HÜRRİYET Mah. ZONGULDAK CAD.  NO:1 TÜC. KOOPERATİFİ. ALIŞVERİŞ MERKEZİ   
 İSTANBUL, TUZLA İDO İSKELESİ,"
    TUZLA 
 İSTANBUL, TUZCUOĞLU," CEBECİ MAH. ESKİ EDİRNE ASFALTI CAD.  
 HATAY, TURUNÇLU OTOPARKI," ARMUTLU MAH. TURUNÇLU CAD. NO:74 D:A    
 MERSIN, TURKUAZ OTOPARK," CAMİ ŞERİF MAH. 5246. SOKAK NO:8     
 ADANA, TURHAN CEMAL BERİKER CADDE," KAYALIBAĞ MAH. TURHAN CEMAL BERİKER BULVARI NO:23     
 İSTANBUL, TURGUT ÖZAL OTOPARKI," ZİYAGÖKALP MAH. TURGUT ÖZAL BULVARI NO:1 ATATÜRK OTO SAN SİT   
 İSTANBUL, TURGUT ÖZAL BULVARI," ADNAN KAHVECİ MAH. TURGUT ÖZAL BULVARI FOX CITY   
 İSTANBUL, TURAN OTOPARK," MECİDİYE MAH. ÇARŞIAĞASI SOK.  NO:7     
 İSTANBUL, TUNPARK KAT OTOPARKI," ALTUNIZADE MAH. OKUL SOKAK NO:3     
 İSTANBUL, TURAN," GAYRETTEPE MAH. VEFA BEY SOK.  NO:25 D:1     
 ANKARA, TUNER," GAZİOSMANPAŞA MAH. İRAN CAD. NO:8     
 DENIZLI, TUNÇ OTOPARK," MURATDEDE MAH. 386. SOKAK NO:82    
 İSTANBUL, TUNÇ OTOPARK," MERKEZ MAH. TUNÇ SOK. NO:4     
 ANKARA, TUNÇ," DOĞANBEY MAH. ÇANKIRI CAD.     
 İSTANBUL, TUNAMAN OTOPARK," TEŞVİKİYE MAH. ŞAKAYIK SOKAK NO:63     
 ANKARA, TUNALI HİLMİ," BARBAROS MAH. TUNALI HİLMİ CAD. NO:69     
 ANKARA, TUNA OTOPARK," CUMHURİYET MAH. TUNA CAD.     
 KASTAMONU, TUĞRA OTOPARK YIKAMA," HEPKEBİRLER MAH. KÜPCÜGEZ SOKAK NO:8 D:A    
 MERSIN, TUBA OTOPARK," CAMİŞERİF MAHALLESİ 5254 SOKAK NO6-8   
 MERSIN, TUBA OTOPARK," CAMİ ŞERİF MAH. 5254. SOKAK NO:6     
 ANTALYA, TRAFİK OTOPARK," SOĞUKSU MAH. KAZIM KARABEKİR CAD. NO:6     
 ANKARA, TRABZON," ETİ MAH. GAZİ M. KEMAL BULVARI NO:57     
 İSTANBUL, TÖRE KAPALI OTOPARK," YILDIZTEPE MAH. 30/1. SOKAK NO:1 DAİRE:A     
 MERSIN, TOROS OTOPARK," TOROSLAR MAH. 213. CAD. NO:117     
  TOROSLAR
 İSTANBUL, TOPOĞLU," TEŞVİKİYE MAH. DERYADİL SOKAK NO:104 D:A     
 İSTANBUL, TOPKAPI TRAKYA GAR,"
 İSTANBUL, TOPKAPI TİCARET MERKEZİ KAPALI OTOPARK," MALTEPE MAH. CEVİZLİBAĞ ÇIRPICI YOLU SOKAK TOPKAPI TİCARET MERKEZİ   
 İSTANBUL, TOPKAPI OTOPARK," MALTEPE MAH. LONDRA ASFALTI SOKAK NO:34     
 İSTANBUL, TOPKAPI MERKEZ EVLERİ 1 OTOPARK," MERKEZEFENDİ MAH. MEVLANA CAD. NO:49     
 İSTANBUL, TOPKAPI İŞ MERKEZİ 2," MALTEPE MAH. DAVUTPAŞA CAD.     
 İSTANBUL, TOPÇEKENLER SOKAK," HÜSEYİNAĞA MAH. TOPÇEKENLER SOKAK NO:20     
 İSTANBUL, TOP BAY KONAKLARI," ULUS MAH. KELAYNAK SOK.  NO:11     
 KARABÜK, TOKSÖZ OTO YIKAMA & OTOPARK," BAYIR MAH. PLEVNE CAD. NO:15    
 DENIZLI, TOKGÖZ OTOPARK," SIRAKAPILAR Mah. 1521. SOKAK NO:1    
 İSTANBUL, TİM1 SANAYİ SİTESİ OTOPARK," MALTEPE MAH. DAVUTPAŞA CAD. TİM1   
 İSTANBUL, TİM SALONLARI ELİT OTOPARK İŞLETMELERİ," DARÜŞŞAFAKA MAH. DARÜŞŞAFAKA CAD.     
 ANKARA, TİFLİS CAD.," SANCAK MAH. TİFLİS CAD. NO:38     
 İSTANBUL, TEYYARECİ HAYRETTİN SOKAK," KARTALTEPE MAH. TEYYARECİ HAYRETTİN SOKAK NO:7 DAİRE:1     
 İSTANBUL, TEVFİK ERDÖNMEZ SOKAK,"
 İSTANBUL, TESTİ OTOPARK," ALTUNIZADE MAH. ORD. PROF. FAHRETTİN GÖKAY CAD. NO:4 D:A     
 İSTANBUL, TEPEÜSTÜ OTOPARK," BOZKURT MAH. TÜRKBEYİ SOKAK NO:52 D:A     
 İSTANBUL, TEMPO OTOPARK," MOLLA GÜRANİ MAH. GUREBA HASTANESİ CAD. NO:9 D:B     
 İSTANBUL, TEMPO OTOPARK," FEYZULLAH MAH. HATBOYU SOK.     
 SAMSUN, TEMİZELLER," 19 MAYIS MAH. HÜRRİYET SOKAK NO:34     
 İSTANBUL, TEMİZ İŞ OTOPARK," UĞUR MUMCU MAH. M CAD. NO:30     
 ADANA, TEKNİK OTOPARK," KOCAVEZİR MAH. 32003 SOKAK NO:23     
 İSTANBUL, TEKMAR OTOPARK," İSTİNYE MAH. DR.HİLMİ ALANTAR SOKAK     
 TEKIRDAĞ, TEKİRDAĞ OTOPARK," ERTUĞRUL Mah. ESKİ BEDESTEN SOKAK NO:18    
 ESKIŞEHIR, TCDD OTOPARKI," HOŞNUDİYE MAH. AMBARLAR SOKAK      
 İSTANBUL, TAYKAN OTOPARK," MERKEZ MAH. PERİHAN SOKAK NO:A     
 İSTANBUL, TATLICI KULELERİ ÖNÜ,"
 İSTANBUL, TAŞKONAK GARAJI OTOPARKI," CUMHURİYET MAH. GÖKKUŞAĞI SOKAĞI NO:2 D:B     
 DENIZLI, TAŞ OTOPARK," ATALAR MAH. 1346. SOKAK NO:17    
 DENIZLI, TAŞ OTOPARK," SARAYLAR Mah. 463. SOKAK NO:18    
 DENIZLI, TAŞ OTOPARK," SIRAKAPILAR Mah. 1586. SOKAK NO:7    
 MERSIN, TARSUS BELEDİYESİ OTO PARK," BEYDEĞİRMENİ MAH. KASIM GÜLEK BULVARI     
 KOCAELI, TAPU," HACIHALİL MAH. ÇEŞME CAD. NO:21     
 MUĞLA, TANSAŞ KATLI OTOPARK," KEMERALTI MAH. 56. SOK. NO:5     
 SAKARYA, TANK," CUMHURİYET MAH. BAHÇIVAN SOKAK NO:16     
 ANTALYA, TAN OTOPARK," BALBEY MAH. 436. SOKAK NO:17 D:A     
 MERSIN, TAN OTOPARK," ÜÇOCAK MAH. MERSİNLİ AHMET CAD. NO:31     
 İSTANBUL, TAN OTOPARK," MOLLA GÜRANİ MAH. UYGAR SOK.  NO:18     
 SAMSUN, TALİMHANE," 19 MAYIS MAH. TALİMHANE CAD. NO:55     
 İSTANBUL, TAKSİM OTOPARKI," GÜMÜŞSUYU MAH. OSMANLI SOKAK NO:14     
 İSTANBUL, TAKSİM GEZİ PARKI,"
 İSTANBUL, TAKSER OTOPARK," MOLLA GÜRANİ MAH. YEKTA EFENDİ SOK.  NO:7 D:A     
 ANKARA, TAHSİN PİYALE İŞ MERKEZİ OTOPARKI," DOĞANBEY MAH. SANAYİ CAD. NO:33     
 İSTANBUL, TAHMAZ SETÜSTÜ,"
 İSTANBUL, T.Z.TUNAYA KÜLTÜR MERKEZİ,"
 İSTANBUL, ŞÜRA OTOPARK," KİRMASTİ MAH. DARÜŞŞAFAKA CAD. NO:57 D:A     
 TEKIRDAĞ, ŞÜKRAN OTOPARKI," ERTUĞRUL Mah. ŞÜKRAN SOKAK NO:8 D:1    
 İSTANBUL, ŞIŞLİ VALİ KONAĞI CAD.,"
 İSTANBUL, ŞİŞLİ TEŞVİKİYE CAD.,"
 İSTANBUL, ŞİŞLİ ŞAKAYIK SOKAK,"
 İSTANBUL, ŞİŞLİ SİLAHŞÖR CAD. ,"
 İSTANBUL, ŞİŞLİ OTOPARKI," MERKEZ MAH. ABİDEİ HÜRRİYET CAD. NO:217 D:A     
 İSTANBUL, ŞİŞLİ OTOPARK," MERKEZ MAH. KOCAMANSUR SOKAK NO:28 D:A     
 İSTANBUL, ŞİŞLİ MAÇKA CAD.,"
 İSTANBUL, ŞİŞLİ HÜSREV GEREDE CAD.,"
 İSTANBUL, ŞİŞLİ ERGENEKON CAD.,"
 İSTANBUL, ŞİŞLİ ERGENEKON 2,"
 İSTANBUL, ŞİŞLİ END.MES.LİS.YANI,"
 İSTANBUL, ŞİŞLİ BLACKOUT OTOPARK," MERKEZ MAH. KOCAMANSUR SOKAK     
 İSTANBUL, ŞİŞLİ BELEDİYESİ OTOPARK," HARBİYE MAH. ASKER OCAĞI CAD. NO:9     
 İSTANBUL, ŞİŞLİ BELEDİYESİ AÇIK OTO PARKI," CUMHURİYET MAH. NEHİR SOKAĞI     
 İSTANBUL, ŞİŞLİ ADLİYESİ OTOPARKI," MERKEZ MAH. ABİDEİ HÜRRİYET CAD. NO:179 ŞİŞLİ ADLİYESİ   
 İSTANBUL, ŞİŞLİ ABDİ İPEKÇİ,"
 İSTANBUL, ŞİRVANLI," MEŞRUTİYET MAH. VALİ KONAĞI CAD. NO:163     
 İSTANBUL, ŞİRİN OTOPARK," ŞİRİNEVLER MAH. NİL SOKAK NO:13     
 İSTANBUL, ŞİRELİ OTOPARKI," YÜZYIL MAH. 29 SOKAK     
 SAKARYA, ŞİMŞEK," CUMHURİYET MAH. PAPATYA SOKAK     
